1	A	1159.881485	138.211177	14.326124	0.214315
1	B	1164.578014	138.227644	11.153159	0.189546
2	A	1158.5754	137.947769	13.436287	0.191207
2	B	1167.933709	138.001468	10.812968	0.209499
