1	A	1158.348457	138.164226	13.293842	0.204491
1	B	1163.397227	127.786039	12.842237	0.198467
2	A	1165.005276	138.253315	14.249152	0.198435
2	B	1159.605702	127.941215	14.299619	0.194061
