1	A	1165.417482	138.092698	11.572134	0.218328
1	B	1168.767122	138.178811	10.328176	0.241856
2	A	1161.546766	138.223249	13.172557	0.224369
2	B	1161.200687	138.118881	8.427635	0.206447
